CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,address,g_ad,g_lat,g_lon
Bluffton,Bluffton Village Town Center,SC,US,6/30/2018,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20610/signup/?source=&s=,http://www.blufftontoday.com/news/20180701/immigration-policy-protesters-hold-bluffton-rally,,,"Bluffton , SC, US","Bluffton, SC, USA",32.2371465,-80.8603868
Boca Raton,Sanborn Square,FL,US,6/30/2018,na; about 250,200,,400,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20494/signup/?source=&s=,via website,http://www.sun-sentinel.com/local/broward/fl-sb-hollywood-diplomat-protest-20180630-story.html,,"Boca Raton , FL, US","Boca Raton, FL, USA",26.3683064,-80.1289321
Boise,Idaho State Capitol Building,ID,US,6/30/2018,several thousand,3000,,3000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20052/signup/?&source=&s=,https://twitter.com/mtnsoccerfan/status/1013183598071971840,https://www.idahostatesman.com/latest-news/article214123919.html,,"Boise , ID, US","Boise, ID, USA",43.6150186,-116.2023137
Bonney Lake,18211 State Route 410 E,WA,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20435/signup/?source=&s=,,,,"Bonney Lake , WA, US","Bonney Lake, WA, USA",47.1770457,-122.1865055
Bordentown,,NJ,US,6/30/2018,video,24,,36,,,Families Belong Together,against jailing and separating immigrant children from their families,1,vigil,,,,,1,1,https://act.moveon.org/event/families-belong-together_attend1/search/,https://www.facebook.com/david.w.ryan/videos/10215513220716227/,,,"Bordentown , NJ, US","Bordentown, NJ 08505, USA",40.1462213,-74.7118264
Boston,City Hall Plaza,MA,US,6/30/2018,about 5000; exceeded 15000,5000,,15000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19872/signup/?source=&s=,Boston Globe,,,"Boston , MA, US","Boston, MA, USA",42.3600825,-71.0588801
Boston,South Bay House of Correction,MA,US,6/30/2018,more than 100,100,,100,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,20,0,0,0,0,1,https://www.nbcboston.com/news/local/Police-20-Arrested-Outside-Prison-During-Boston-Protest-487061901.html,,,,"Boston , MA, US","Boston, MA, USA",42.3600825,-71.0588801
Bothell,Intersection of Bothell Way NE and Woodinville Drive,WA,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20351/signup/?source=&s=,,,,"Bothell , WA, US","Bothell, WA, USA",47.760111,-122.2054452
Boulder,Unitarian Universalist Church of Boulder,CO,US,6/30/2018,over 1000; at least 700,700,,1000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,0,1,https://www.facebook.com/events/200340574123626/permalink/212049349619415/,http://www.dailycamera.com/boulder-county-news/ci_31979785/boulder-county-demonstrators-decry-trump-administration-immigration-policies?source=mostpopular,,replaced Pearl St location,"Boulder , CO, US","Boulder, CO, USA",40.0149856,-105.2705456
Boulder,Walk around Thunderbird Lake at Frasier Meadows Retirement Community,CO,US,6/30/2018,about 250,250,,250,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,0,1,https://act.moveon.org/event/families-belong-together/20617/signup/?akid=undefined&zip=&source=,http://www.dailycamera.com/boulder-county-news/ci_31979785/boulder-county-demonstrators-decry-trump-administration-immigration-policies?source=mostpopular,,,"Boulder , CO, US","Boulder, CO, USA",40.0149856,-105.2705456
Boulder City,,NV,US,6/30/2018,na,25,,25,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,0,1,https://twitter.com/RoseAnnRabiolaM/status/1013818718088916992,,,,"Boulder City , NV, US","Boulder City, NV, USA",35.9782216,-114.8345117
Bowling Green,Senator Rand Paul’s Office,KY,US,6/30/2018,more than 200; around two hundred,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20131/signup/?source=&s=,https://www.bgdailynews.com/news/immigration-rally-draws-more-than-people/article_4934f211-4179-5ac7-801f-9d52ca2dd714.html,http://www.wnky.com/story/38554377/families-belong-together-rally-held-in-bowling-green,,"Bowling Green , KY, US","Bowling Green, KY, USA",36.9685219,-86.4808043
Bowling Green,BG Green Space (Wooster Green),OH,US,6/30/2018,200,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20519/signup/?source=&s=,https://americasvoice.org/press_releases/6000-ohioans-protested-family-separations-raids-deportations/,,,"Bowling Green , OH, US","Bowling Green, OH, USA",41.3747744,-83.6513229
Bozeman,Bozeman Public Library,MT,US,6/30/2018,over 300,300,,300,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20624/signup/?source=&s=,https://www.bozemandailychronicle.com/news/we-are-fighting-to-be-equal-bozeman-crowd-rallies-against/article_5a76778a-fe66-5647-b09d-4dd24f5e3694.html,,,"Bozeman , MT, US","Bozeman, MT, USA",45.6769979,-111.0429339
Brainerd,Along Washington Street near Brainerd Historic Water Tower,MN,US,6/30/2018,FB: 31,31,,31,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20819/signup/?source=&s=,https://www.facebook.com/events/475355509602257/,,,"Brainerd , MN, US","Brainerd, MN 56401, USA",46.3526733,-94.2020084
Brattleboro,Brattleboro Common,VT,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20421/signup/?source=&s=,,,,"Brattleboro , VT, US","Brattleboro, VT 05301, USA",42.8509152,-72.5578678
Bremerton,Evergreen Rotary Park,WA,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20412/signup/?source=&s=,,,,"Bremerton , WA, US","Bremerton, WA, USA",47.5650067,-122.6269768
Brenham,Town Square,TX,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20008/signup/?source=&s=,,,,"Brenham , TX, US","Brenham, TX 77833, USA",30.1668828,-96.3977442
Brewster,1st Parish UU Church,MA,US,6/30/2018,na,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20576/signup/?source=&s=,https://twitter.com/j_m_santiago/status/1013407291222183936,,,"Brewster , MA, US","Brewster, MA, USA",41.7600902,-70.0827905
Bridgeport,Sts. Peter and Paul Ukrainian Catholic Church,PA,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20028/signup/?source=&s=,,,,"Bridgeport , PA, US","Bridgeport, PA, USA",40.1051084,-75.3451838
Bridgeton,Cumberland County Courthouse,NJ,US,6/30/2018,dozens; nearly 150,24,,150,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20592/signup/?source=&s=,https://www.pressofatlanticcity.com/news/bridgeton-rally-opposes-family-separation-at-the-border/article_0086affb-62f2-5a93-8510-9d05333db4f0.html,http://www.snjtoday.com/story/38558376/families-belong-together-rally-in-bridgeton-shines-light-on-immigration-policy,,"Bridgeton , NJ, US","Bridgeton, NJ 08302, USA",39.427337,-75.2340768
Bridgewater,Town Common,MA,US,6/30/2018,about 25,25,,25,,,Bridgewater Citizens of Civility and Respect,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,http://www.enterprisenews.com/news/20180630/wearing-white-wielding-signs----bridgewater-residents-protest-trumps-immigration-policies,,,,"Bridgewater , MA, US","Bridgewater, MA 02324, USA",41.9903519,-70.9750541
Bristol,Bristol Sign,TX,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20148/signup/?source=&s=,,,,"Bristol , TX, US","Bristol, TX 75119, USA",32.4615287,-96.5699896
Brookline,,MA,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20890/signup/?source=&s=,,,,"Brookline , MA, US","Brookline, MA, USA",42.3317642,-71.1211635
Brooklyn,,NY,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together_attend1/search/#event-map,,,,"Brooklyn , NY, US","Brooklyn, NY, USA",40.6781784,-73.9441579
Brownsville,Centro Cultural de Cameron Park,TX,US,6/30/2018,FB: 1200,1200,,1200,,,ACLU,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20248/signup/?source=&s=,https://www.caller.com/story/news/local/texas/state-bureau/2018/06/30/30-000-expected-families-belong-together-rally-texas-capitol/745604002/,https://www.facebook.com/events/1834781589914906/,,"Brownsville , TX, US","Brownsville, TX, USA",25.9017472,-97.4974838
Brunswick,City Hall,GA,US,6/30/2018,FB: 73,73,,73,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1821679614807027/,,,,"Brunswick , GA, US","Brunswick, GA, USA",31.1499528,-81.4914894
Brunswick,Brunswick Town Hall,ME,US,6/30/2018,250 or so,250,,250,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20503/signup/?source=&s=,https://www.pressherald.com/2018/06/30/about-2000-people-protest-trump-immigration-policies-in-front-of-portland-city-hall/,,,"Brunswick , ME, US","Brunswick, ME 04011, USA",43.9140162,-69.966996
Bryan,Congressman Bill Flores' Bryan District Office,TX,US,6/30/2018,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20625/signup/?source=&s=,http://www.kbtx.com/content/news/Hundreds-gathered-to-protest--487032901.html,,,"Bryan , TX, US","Bryan, TX, USA",30.6743643,-96.3699632
Buchanan,,TN,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20345/signup/?source=&s=,,,,"Buchanan , TN, US","Buchanan, TN 38222, USA",36.4369999,-88.2083713
Buffalo,US District Court for the Western District of New York,NY,US,6/30/2018,estimated at 1500 to 2500,1500,,2500,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19838/signup/?source=&s=,https://buffalonews.com/2018/06/30/buffalo-crowd-protests-trumps-immigration-policies/,,,"Buffalo , NY, US","Buffalo, NY, USA",42.8864468,-78.8783689
Burbank,,CA,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://twitter.com/oscafidi/status/1013137219974934528,,,,"Burbank , CA, US","Burbank, CA, USA",34.1808392,-118.3089661
Burlington,Carolina Flea Market,NC,US,6/30/2018,na,250,,250,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20510/signup/?source=&s=,https://twitter.com/NickLaparra/status/1013134151887806466,,,"Burlington , NC, US","Burlington, NC, USA",36.0956918,-79.4377991
Burlington,Burlington Municipal Building,NC,US,6/30/2018,about 80,80,,80,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,0,1,http://www.thetimesnews.com/article/20180630/NEWS/180639887,,,,"Burlington , NC, US","Burlington, NC, USA",36.0956918,-79.4377991
Burlington,"Start at top of Church Street, end at Battery Park",VT,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20526/signup/?source=&s=,,,,"Burlington , VT, US","Burlington, VT, USA",44.4758825,-73.212072
Buzzards Bay,Bourne Bridge Rotary (Cape Cod side),MA,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20572/signup/?source=&s=,,,,"Buzzards Bay , MA, US","Buzzards Bay, Bourne, MA 02532, USA",41.7453829,-70.618087
Calexico,Imperial Regional Detention Facility [1572 Gateway Rd.],CA,US,6/30/2018,approximately 50,50,,50,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20556/signup/?source=&s=,https://www.pressreader.com/usa/imperial-valley-press/20180702/281492162062743,,,"Calexico , CA, US","Calexico, CA, USA",32.6789476,-115.4988834
Camarillo,770 Paseo Camarillo,CA,US,6/30/2018,FB: 191,191,,191,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/237543150170377/,,,,"Camarillo , CA, US","Camarillo, CA, USA",34.2163937,-119.0376023
Canton,Canton Village Green,NY,US,6/30/2018,about 145,145,,145,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20039/signup/?source=&s=,http://www.watertowndailytimes.com/news05/canton-joins-nationwide-families-belong-together-rally-to-end-immigration-detention--20180701,,,"Canton , NY, US","Canton, NY 13617, USA",44.5956163,-75.1690942
