event,location,zipcode,x,y,flag,_Y,_X,_ID,dup
ATTLEBORO STANDS AGAINST HATE,Attleboro MA,02703,41.9296,-71.3009,,41.9296,-71.3009,1183,0
AUBURN & 8TH DISTR. PROGRESSIVES AGAINST HATE,Auburn WA,98002,47.305,-122.2067,,47.305,-122.2067,482,0
AUGUSTA INDIVISIBLE,Evans GA,30809,33.5412,-82.13979999999999,,33.5412,-82.13979999999999,2233,0
AUGUSTA RESISTANCE,Augusta ME,04330,44.3232,-69.76649999999999,,44.3232,-69.76649999999999,2571,0
AURORA2020,Brooklyn NY,11215,40.6669,-73.9828,,40.6669,-73.9828,2283,0
AUSTIN COUNTY DEMOCRATIC CLUB,Sealy TX,77474,29.7826,-96.1592,,29.7826,-96.1592,2066,0
AVENGERS NATION,San Francisco CA,94124,37.7309,-122.3886,,37.7309,-122.3886,2130,0
AVERY FOR PEACE,Lockhart TX,78644,29.8868,-97.6769,,29.8868,-97.6769,1366,0
AVON TOWNSHIP DEMOCRATS,Round Lake IL,60073,42.3668,-88.08880000000001,,42.3668,-88.08880000000001,2721,0
AVONDALE ACTION,Avondale Estates GA,30002,33.7717,-84.2607,,33.7717,-84.2607,832,0
AWAKENED ACCOUNTABILITY-ATLANTA AND BEYOND,Marietta GA,30062,34.0025,-84.4633,,34.0025,-84.4633,2920,0
AZ BLUE 2020,Phoenix AZ,85020,33.5623,-112.0559,,33.5623,-112.0559,1424,0
AZ ELECTIONS REFORM,Phoenix AZ,85013,33.5085,-112.0827,,33.5085,-112.0827,1424,0
AZ LD 15 DEMOCRATS,Phoenix AZ,85032,33.6238,-112.0044,,33.6238,-112.0044,1424,0
AZ LD 27 DEMOCRATS,Tempe AZ,85042,33.3794,-112.0283,,33.3794,-112.0283,1424,0
AZ LD 28 INDIVISIBLES,Phoenix AZ,85018,33.4958,-111.9883,,33.4958,-111.9883,1424,0
AZ RESIST,Phoenix AZ,85041,33.3889,-112.0954,,33.3889,-112.0954,1424,0
AZACTNOW.ORG,Phoenix AZ,85254,33.6165,-111.9554,,33.6165,-111.9554,1424,0
B SQUARE,Gilbert AZ,85298,33.2522,-111.7022,,33.2522,-111.7022,1424,0
BACK2BLUE,Orangevale CA,95662,38.6845,-121.2256,,38.6845,-121.2256,2009,0
BADASS MAMAS AND PAPAS,Seattle WA,98177,47.7467,-122.3686,,47.7467,-122.3686,482,0
BALDWIN INDIVISIBLE,Milledgeville GA,31061,33.08,-83.2379,,33.08,-83.2379,1662,0
BALLARD INDIVISIBLE,Seattle WA,98107,47.6701,-122.3763,,47.6701,-122.3763,482,0
BALLOT ACCESS PROJECT,East Greenwich RI,02818,41.6498,-71.474,,41.6498,-71.474,1438,0
BAM INDIVISIBLE,Atlantic Beach FL,32233,30.3483,-81.41589999999999,,30.3483,-81.41589999999999,2593,0
BANKS FOR CHANGE,Maysville GA,30558,34.2529,-83.5616,,34.2529,-83.5616,3033,0
BANNOCKBURN REASON FOR ACTION,Bethesda MD,20817,38.9896,-77.1538,,38.9896,-77.1538,1168,0
BARRINGTON INDIVISIBLE,Barrington NJ,08007,39.8651,-75.0564,,39.8651,-75.0564,2867,0
BARRON COUNTY INDIVISIBLE,Barron WI,54812,45.4005,-91.84999999999999,,45.4005,-91.84999999999999,1634,0
BARTHOLOMEW COUNTY INDIVISIBLE,Columbus IN,47201,39.2055,-85.93170000000001,,39.2055,-85.93170000000001,3107,0
BASTROP/PAIGE/SMITHVILLE/ELGIN INDIVISIBLE FOR DISTRICT 10,Paige TX,78659,30.1858,-97.1198,,30.1858,-97.1198,1567,0
"BATTLE AND RESIST, BATTLE LAKE",Battle Lake MN,56586,46.3265,-95.8415,,46.3265,-95.8415,408,0
BAY AREA COURAGE,San Francisco CA,94124,37.7309,-122.3886,,37.7309,-122.3886,2130,0
BAY AREA LABOR COMMITTEE FOR PEACE & JUSTICE,Oakland CA,94601,37.7806,-122.2166,,37.7806,-122.2166,2716,0
BAY INDIVISIBLE,Panama City FL,32401,30.1606,-85.6494,,30.1606,-85.6494,478,0
BAY RIDGE RESISTANCE,Brooklyn NY,11209,40.6251,-74.0303,,40.6251,-74.0303,2283,0
BAYOU JUSTICE LEAGUE- PROGRESSIVE ACTIVISM CAJUN STYLE,Slidell LA,70458,30.2784,-89.77119999999999,,30.2784,-89.77119999999999,3207,0
BAYPORT BLUE POINT INDIVISIBLE @,Bayport NY,11705,40.7444,-73.05419999999999,,40.7444,-73.05419999999999,1413,0
BE THE BETTER ANGELS,Cincinnati OH,45206,39.1269,-84.4853,,39.1269,-84.4853,2463,0
BE THE CHANGE ALLIANCE,Little Rock AR,72205,34.751,-92.3455,,34.751,-92.3455,687,0
BE THE CHANGE INTERNATIONAL,Los Angeles CA,90066,34.003,-118.4298,,34.003,-118.4298,3006,0
BE THE CHANGE MEMPHIS,Memphis TN,38105,35.1497,-90.033,,35.1497,-90.033,949,0
BE THE CHANGE PBC (PALM BEACH COUNTY),West Palm Beach FL,33407,26.7492,-80.07250000000001,,26.7492,-80.07250000000001,1009,0
BE THE CHANGE TAMPA,Tampa FL,33613,28.0772,-82.4455,,28.0772,-82.4455,3223,0
BE THE CHANGE YOU WANT TO SEE,Brownville ME,04414,45.3412,-69.0423,,45.3412,-69.0423,2828,0
BEACHES ACTIVIST MOVEMENT (BAM),Atlantic Beach FL,32233,30.3483,-81.41589999999999,,30.3483,-81.41589999999999,2593,0
BEAUFORT COUNTY INDIVISIBLE,Washington NC,27889,35.5884,-77.1404,,35.5884,-77.1404,890,0
BEAUFORT SC INDIVISIBLE,Ladys Island SC,29907,32.4316,-80.6698,,32.4316,-80.6698,1044,0
BEAVER COUNTY YOUNG DEMOCRATS,Baden PA,15005,40.6416,-80.1985,,40.6416,-80.1985,187,0
BEAVER DAM AREA CITIZENS FOR CHANGE,Beaver Dam WI,53916,43.4616,-88.8407,,43.4616,-88.8407,1219,0
BEDFORD NH DEMOCRATS,Bedford NH,03110,42.9403,-71.5213,,42.9403,-71.5213,2687,0
BEDMINSTER DEMOCRATS,Bedminster PA,18910,40.4259,-75.17910000000001,,40.4259,-75.17910000000001,1046,0
BEEHIVE ACTION,Hatfield MA,01038,42.3844,-72.61669999999999,,42.3844,-72.61669999999999,2476,0
BELCHERTOWN VOICES FOR JUSTICE,Belchertown MA,01007,42.2751,-72.411,,42.2751,-72.411,2476,0
BELLEVUE DEMOCRATIC COMMITTEE,Pittsburgh PA,15202,40.5053,-80.0685,,40.5053,-80.0685,817,0
BELLEVUERESIST,Nashville TN,37221,36.0662,-86.9639,,36.0662,-86.9639,2064,0
BELOIT TOGETHER,Beloit WI,53512,42.5083,-89.0318,,42.5083,-89.0318,640,0
BEND THE ARC - ATLANTA CHAPTER,Atlanta GA,30307,33.7691,-84.336,,33.7691,-84.336,832,0
BENDING TOWARD JUSTICE,Lexington MA,02420,42.4563,-71.2167,,42.4563,-71.2167,3210,0
BENICIA INDIVISIBLE FOR JUSTICE,Benicia CA,94510,38.0685,-122.1614,,38.0685,-122.1614,2024,0
BENSALEM-INDIVISIBLE,Bensalem PA,19020,40.1109,-74.9378,,40.1109,-74.9378,1046,0
BENTON COUNTY INDIVISIBLE,Vinton IA,52349,42.1743,-91.9892,,42.1743,-91.9892,1467,0
BERGEN COUNTY BRADY CHAPTER,Westwood NJ,07675,41.0092,-74.00409999999999,,41.0092,-74.00409999999999,1739,0
BERGEN COUNTY INDIVISIBLE,Fair Lawn NJ,07410,40.9343,-74.11660000000001,,40.9343,-74.11660000000001,1739,0
BERGEN INDIVISIBLE FOR DEMOCRACY,Tenafly NJ,07670,40.9216,-73.9659,,40.9216,-73.9659,1739,0
BERKELEY INDIVISIBLE BEARS,Berkeley CA,94709,37.8784,-122.2655,,37.8784,-122.2655,2716,0
BERKSHIRE DEMOCRATIC BRIGADES,Pittsfield MA,01201,42.4531,-73.2471,,42.4531,-73.2471,1132,0
BERNIECRATS,San Diego CA,92122,32.8577,-117.2115,,32.8577,-117.2115,2558,0
BERNIECRATS OF CALIFORNIA,Playa Del Rey CA,90293,33.9577,-118.4373,,33.9577,-118.4373,3006,0
BERRIEN COUNTY DEMOCRATIC PARTY,Saint Joseph MI,49085,42.064,-86.4783,,42.064,-86.4783,2909,0
BERRIEN COUNTY VOTER ALLIANCE,Three Oaks MI,49128,41.815,-86.61539999999999,,41.815,-86.61539999999999,2909,0
BETHANY DEMOCRATIC TOWN COMMITTEE,Bethany CT,06524,41.4262,-73.00069999999999,,41.4262,-73.00069999999999,1704,0
BETHLEHEM INDIVISIBLE,Delmar NY,12054,42.6158,-73.8373,,42.6158,-73.8373,1401,0
BETTER TOGETHER ATX,Austin TX,78756,30.3223,-97.739,,30.3223,-97.739,1531,0
BFD: BIDDIES FOR DECENCY,Sacramento CA,95831,38.4962,-121.5297,,38.4962,-121.5297,2009,0
BGKY-SOCIAL JUSTICE CLEARINGHOUSE,Bowling Green KY,42103,36.9663,-86.3933,,36.9663,-86.3933,921,0
BIC (BRISBANE INDIVISBLE CITIZENS),Brisbane CA,94005,37.6811,-122.4001,,37.6811,-122.4001,2537,0
BIG BEND INDIVISIBLE ORGANIZERS,Alpine TX,79830,30.2631,-103.6541,,30.2631,-103.6541,1260,0
BIG BLUESTEM RAPID RESPONSE,Junction City KS,66441,39.0299,-96.8396,,39.0299,-96.8396,627,0
BIKER GIRLS RESISTANCE GROUP,Northampton MA,01060,42.3223,-72.6313,,42.3223,-72.6313,2476,0
BILLINGS RISES,Billings MT,59102,45.7813,-108.5727,,45.7813,-108.5727,969,0
BIRMINGHAM INDIVISIBLE,Birmingham AL,35208,33.4977,-86.87990000000001,,33.4977,-86.87990000000001,751,0
BIRMINGHAM INDIVISIBLE @,Birmingham AL,35205,33.4951,-86.80589999999999,,33.4951,-86.80589999999999,751,0
BISHOP'S COMMITTEE FOR ISRAEL/PALESTINE,Seattle WA,98102,47.6302,-122.321,,47.6302,-122.321,482,0
BITTER EXISTENTIALISTS' MICRO-PAC & SUNDAY NIGHT CIVICS CLUB,Los Angeles CA,90042,34.1145,-118.1929,,34.1145,-118.1929,3006,0
BLACK RANGE INDIVISIBLE,Hillsboro NM,88042,32.9239,-107.6276,,32.9239,-107.6276,810,0
BLACKBERRY PIE SOCIETY,Cottage Grove OR,97424,43.7839,-123.0529,,43.7839,-123.0529,1346,0
BLUE DOT PROJECT,Palm City FL,34761,28.5837,-81.5326,,28.5837,-81.5326,486,0
BLUE HILLS FORWARD,Milton MA,02186,42.2537,-71.0771,,42.2537,-71.0771,1244,0
BLUE MONDAY,Fredericksburg TX,78624,30.2817,-98.87990000000001,,30.2817,-98.87990000000001,97,0
BLUE NEW WORLD,Holtsville NY,11742,40.8105,-73.0416,,40.8105,-73.0416,1413,0
BLUE7NJ,Cranford NJ,07016,40.6554,-74.3057,,40.6554,-74.3057,2534,0
BLUEBONNET RESISTANCE,Brenham TX,77833,30.1774,-96.4028,,30.1774,-96.4028,1614,0
BLUEGRASS ACTIVIST ALLIANCE,Lexington KY,40506,38.0287,-84.50749999999999,,38.0287,-84.50749999999999,2999,0
BLUESLIPPERSPOLITICS:THE FIGHT,Tonganoxie KS,66086,39.1026,-95.10509999999999,,39.1026,-95.10509999999999,2177,0
BLUEWAVENJ,Montclair NJ,07042,40.8131,-74.2165,,40.8131,-74.2165,2195,0
BLUFF CITY RESISTANCE,Memphis TN,38114,35.0981,-89.9825,,35.0981,-89.9825,949,0
BMORE INDIVISIBLE,Baltimore MD,21211,39.3316,-76.6336,,39.3316,-76.6336,1211,0
BNC INDIVISIBLE,Aliquippa PA,15001,40.5921,-80.3197,,40.5921,-80.3197,187,0
BOCA INDIVISIBLE,Boca Raton FL,33433,26.3464,-80.1564,,26.3464,-80.1564,1009,0
BOONE COUNTY INDIVISIBLE,Harrison AR,72601,36.2417,-93.1062,,36.2417,-93.1062,1838,0
BOONE COUNTY VOICES FOR CHANGE,Zionsville IN,46077,39.9561,-86.27670000000001,,39.9561,-86.27670000000001,429,0
BORDENTOWN NEIGHBORS ACTING TOGETHER,Bordentown NJ,08505,40.1431,-74.7032,,40.1431,-74.7032,2100,0
BORREGANS4DEMOCRACY,Borrego Springs CA,92004,33.2386,-116.3514,,33.2386,-116.3514,2558,0
BOSTON INDIVISIBLE FOR DEMOCRACY,Lynn MA,01902,42.4698,-70.94199999999999,,42.4698,-70.94199999999999,1787,0
BOSTON INDIVISIBLE PROGRESSIVE ACTION GROUP,Winchester MA,01890,42.453,-71.14409999999999,,42.453,-71.14409999999999,3210,0
BOSTON METRO INDIVISIBLE,Arlington MA,02474,42.4202,-71.15649999999999,,42.4202,-71.15649999999999,3210,0
BOSTON PERSISTS - EVENTS FOR TH RESISTANCE,Boston MA,02115,42.3427,-71.09220000000001,,42.3427,-71.09220000000001,759,0
BOULDER CAN!,Boulder CO,80302,40.0172,-105.2851,,40.0172,-105.2851,2049,0
BOULDER INDIVISIBLE ACTION,Boulder CO,80304,40.0375,-105.2771,,40.0375,-105.2771,2049,0
BOWLING GREEN PATRIOTS,Media PA,19063,39.9188,-75.3991,,39.9188,-75.3991,1437,0
BOWLING TOGETHER,San Francisco CA,94131,37.745,-122.4383,,37.745,-122.4383,2130,0
BOYNTON BEACH ACTION GROUP,Boynton Beach FL,33437,26.5312,-80.1418,,26.5312,-80.1418,1009,0
BRADDOCK DISTRICT DEMOCRATS,Fairfax VA,22030,38.8458,-77.3242,,38.8458,-77.3242,2728,0
BRADFORD COUNTY INDIVISIBLE,Towanda PA,18848,41.7638,-76.4645,,41.7638,-76.4645,3201,0
BRADY CAMPAIGN TO PREVENT GUN VIOLENCE SUSSEX COUNTY CHAPTER,Sparta NJ,07871,41.0277,-74.6407,,41.0277,-74.6407,2386,0
BRANCHBURG INDIVISIBLE ACTIVISTS,Somerville NJ,08876,40.588,-74.6874,,40.588,-74.6874,1500,0
BRATTLEBORO INDIVISIBLE,Brattleboro VT,05301,42.8574,-72.5933,,42.8574,-72.5933,1032,0
BRAXTON CONCERNED AMERICANS,Exchange WV,26619,38.7358,-80.7324,,38.7358,-80.7324,2907,0
BREVARD ACTION ALLINACE,Melbourne FL,32940,28.2061,-80.685,,28.2061,-80.685,2990,0
BREVARD ACTIVISM NETWORKING GROUP,Rockledge FL,32955,28.3134,-80.7319,,28.3134,-80.7319,2990,0
BRIARCLIFF-OSSINING INDIVISIBLE,Briarcliff Manor NY,10510,41.1444,-73.83499999999999,,41.1444,-73.83499999999999,1740,0
BRIDGE TOGETHER GOLDEN GATE,Sausalito CA,94965,37.8601,-122.4946,,37.8601,-122.4946,2163,0
BRISTOL VIRGINESSEE INDIVISIBLE,Bristol VA,24202,36.6609,-82.21259999999999,,36.6609,-82.21259999999999,1419,0
BROAD-MINDED WOMEN,Bend OR,97702,44.0223,-121.2985,,44.0223,-121.2985,1549,0
BROADWAY-DYCKMAN INDIVISIBLE,New York NY,10034,40.8662,-73.9221,,40.8662,-73.9221,940,0
BRONXDEMINDIVISIBLE,Bronx New York,10464,40.8469,-73.78740000000001,,40.8469,-73.78740000000001,2480,0
BROOKFIELD DEMOCRAT TOWN COMMITTEE,Brookfield CT,06804,41.465,-73.398,,41.465,-73.398,2005,0
BROOKFIELD INDIVISIBLE,Brookfield MA,01506,42.1991,-72.0989,,42.1991,-72.0989,2036,0
BROOKFIELD INDIVISIBLE @,Brookfield MA,01506,42.1991,-72.0989,,42.1991,-72.0989,2036,0
BROOKHAVENINDIVISIBLE,Atlanta GA,30319,33.8687,-84.3351,,33.8687,-84.3351,832,0
BROOKLYN BOSOM BITCHES,Brooklyn NY,11225,40.6628,-73.9546,,40.6628,-73.9546,2283,0
"BROOKLYN FAMILIES RESIST, ENDURE, ENGAGE (BFREE)",Brooklyn NY,11215,40.6669,-73.9828,,40.6669,-73.9828,2283,0
BROOKLYN FOR PEACE,Brooklyn NY,11201,40.694,-73.9903,,40.694,-73.9903,2283,0
BROOKLYN INDIVISIBLE,Brooklyn NY,11201,40.694,-73.9903,,40.694,-73.9903,2283,0
BROOKLYN PERSISTS,Brooklyn NY,11215,40.6669,-73.9828,,40.6669,-73.9828,2283,0
BROOKLYN RESISTANCE,Brooklyn NY,11215,40.6669,-73.9828,,40.6669,-73.9828,2283,0
BROOMFIELD POSITIVE ACTIVISTS,Broomfield CO,80023,39.9619,-105.0148,,39.9619,-105.0148,2900,0
BROS4AMERICA,Los Angeles CA,90026,34.0766,-118.2646,,34.0766,-118.2646,3006,0
BROTHERHOOD BLUE COLLAR RUST BELT PATRIOT'S,Newark OH,43055,40.0724,-82.4046,,40.0724,-82.4046,517,0
BROWARD FOR PROGRESS,Hollywood FL,33029,25.9924,-80.4089,,25.9924,-80.4089,2950,0
BROWN BAG PROGRESSIVES,Rolling Meadows IL,60005,42.0639,-87.98560000000001,,42.0639,-87.98560000000001,2103,0
BROWNCOATS L.A.,Los Angeles CA,90026,34.0766,-118.2646,,34.0766,-118.2646,3006,0
BRRAT,Seattle WA,98103,47.6733,-122.3426,,47.6733,-122.3426,482,0
BRUBAKER/HANSON ACTION GROUP,Miami AZ,85539,33.3992,-110.8687,,33.3992,-110.8687,793,0
BRUNSWICK AREA RISING!,Brunswick ME,04011,43.8973,-69.97790000000001,,43.8973,-69.97790000000001,1303,0
BRUNSWICK FOREST INDIVISIBLE,Leland NC,28451,34.268,-78.0578,,34.268,-78.0578,2041,0
BUCHANAN COUNTY INDIVISIBLE,Independence IA,50644,42.4674,-91.88030000000001,,42.4674,-91.88030000000001,191,0
BUCKING BADGERS,Milwaukee WI,53222,43.0828,-88.0269,,43.0828,-88.0269,2259,0
BUCKINGHAMVOICES,New Hope PA,18938,40.3556,-74.98390000000001,,40.3556,-74.98390000000001,1046,0
BUCKS UNITED INDIVISIBLE,Southampton PA,18966,40.1868,-75.00709999999999,,40.1868,-75.00709999999999,1046,0
BUDA AREA PROGRESSIVE CAUCUS,Buda TX,78610,30.0918,-97.85339999999999,,30.0918,-97.85339999999999,2123,0
BUFFALO RIVER INDIVISIBLE,Yellville AR,72687,36.2253,-92.72450000000001,,36.2253,-92.72450000000001,2882,0
BUILDING BRIDGES @,New Fairfield CT,06812,41.473,-73.4978,,41.473,-73.4978,2005,0
BUILDING COMMUNITY/FIGHTING HATE,Oakland CA,94611,37.8471,-122.2223,,37.8471,-122.2223,2716,0
BURBANK INDIVISIBLE AGAINST HATE,Burbank CA,91506,34.1717,-118.3231,,34.1717,-118.3231,3006,0
BUREAU COUNTY DEMOCRATS,Princeton IL,61356,41.3629,-89.42700000000001,,41.3629,-89.42700000000001,881,0
BURIED SEEDS CT,Bridgeport CT,06604,41.1796,-73.20189999999999,,41.1796,-73.20189999999999,2005,0
BURKE INDIVISIBLE,Connellys Springs NC,28655,35.7346,-81.7042,,35.7346,-81.7042,2313,0
BURLINGTON COUNTY ACTIONS FOR CHANGE,Medford NJ,08055,39.8637,-74.8223,,39.8637,-74.8223,2100,0
BURLINGTON TWP INDIVIDIBLE,Burlington NJ,08016,40.068,-74.8454,,40.068,-74.8454,2100,0
BUS FOR PROGRESS,Jackson NJ,08527,40.121,-74.3017,,40.121,-74.3017,1730,0
BUSHROOTS,Brooklyn NY,11237,40.7006,-73.91800000000001,,40.7006,-73.91800000000001,2283,0
BUTLER COUNTY INDIVISIBLE,Greene IA,50636,42.8958,-92.80240000000001,,42.8958,-92.80240000000001,2684,0
BUTLER PROGESSIVES,Butler PA,16001,40.8859,-79.934,,40.8859,-79.934,2552,0
BUTTERNUT VALLEY INDIVISIBLE,New Berlin NY,13411,42.6224,-75.34739999999999,,42.6224,-75.34739999999999,1985,0
C U NEXT TUESDAY,Los Angeles CA,90019,34.0482,-118.3343,,34.0482,-118.3343,3006,0
C.A.P.E. DENVER - COMMUNITY ACTIVISM FOR PROGRESS & EQUITY,Denver CO,80220,39.7312,-104.9129,,39.7312,-104.9129,2045,0
CA DISTRICT 4 INDIVISIBLE (POSSIBLE NAME),Ahwahnee CA,93601,37.4076,-119.7233,,37.4076,-119.7233,1638,0
"CA-25 AGAINST HATE - SANTA CLARITA, PALMDALE, LANCASTER",Valencia CA,91354,34.4466,-118.5374,,34.4466,-118.5374,3006,0
CA13 GROUP,Berkeley CA,94703,37.863,-122.2749,,37.863,-122.2749,2716,0
CA42INDIVISISBLE,Corona CA,92877,33.8753,-117.5664,,33.8753,-117.5664,2215,0
CAAP PITTSBURGH,Pittsburgh PA,15228,40.3696,-80.04389999999999,,40.3696,-80.04389999999999,817,0
CALHOUN COUNTY TX INDIVISIBLE,Port Lavaca TX,77979,28.6011,-96.6259,,28.6011,-96.6259,967,0
CALIFORNIA 49TH DISTRICT ACTION NETWORK,Cardiff By The Sea CA,92007,33.023,-117.2745,,33.023,-117.2745,2558,0
CALIFORNIA ALLIANCE FOR RETIRED AMERICANS,San Francisco CA,94109,37.7917,-122.4186,,37.7917,-122.4186,2130,0
CALIFORNIA ORGANIZES!,Los Angeles CA,90039,34.1121,-118.2594,,34.1121,-118.2594,3006,0
CALIFORNIA VEGANS AGAINST TRUMO,Los Angeles CA,90027,34.104,-118.2925,,34.104,-118.2925,3006,0
CALL TO ACTION/ OUTREACH COMMITTEE: ARDC,Willow Grove PA,19090,40.1567,-75.12690000000001,,40.1567,-75.12690000000001,3054,0
CALLING ON COLLINS,Cape Elizabeth ME,04107,43.6017,-70.23009999999999,,43.6017,-70.23009999999999,1303,0
CAMANO ISLAND'S NASTY WOMEN,Camano Island WA,98282,48.1761,-122.521,,48.1761,-122.521,2940,0
CAMAS PROGRESSIVES,Camas WA,98607,45.6058,-122.4142,,45.6058,-122.4142,1195,0
CAMBIO TEXAS,Mission TX,78574,26.3189,-98.37009999999999,,26.3189,-98.37009999999999,1950,0
CAMBRIDGE AREA STRONGER TOGETHER,Cambridge MA,02140,42.3932,-71.13379999999999,,42.3932,-71.13379999999999,3210,0
CAMBRIDGE-SOMERVILLE FOR CHANGE,Somerville MA,02144,42.4003,-71.1221,,42.4003,-71.1221,3210,0
CAMBRIDGEPAC,Cambridge MA,02138,42.377,-71.12560000000001,,42.377,-71.12560000000001,3210,0
CAMDEN COUNTY INDIVISIBLE,Cherry Hill NJ,08003,39.8805,-74.9706,,39.8805,-74.9706,2867,0
CANDLE LIGHTERS,Mckinney TX,75071,33.1976,-96.6153,,33.1976,-96.6153,1054,0
CANNON VALLEY INDIVISIBLE,Northfield MN,55057,44.4587,-93.16679999999999,,44.4587,-93.16679999999999,379,0
CANTON DEMOCRATIC CLUB,Canton MI,48187,42.332,-83.4695,,42.332,-83.4695,1713,0
CAP - COMMUNITY ACTION PLANNING,Ennis MT,59729,45.3545,-111.687,,45.3545,-111.687,1376,0
CAPE ANN LOCAL ACTION,Gloucester MA,01930,42.6208,-70.6721,,42.6208,-70.6721,1787,0
CAPE COD WOMEN FOR CHANGE,Centerville MA,02632,41.6606,-70.3532,,41.6606,-70.3532,3026,0
CAPE FEAR INDIVISIBLE - FAYETTEVILLE,Fayetteville NC,28303,35.0742,-78.965,,35.0742,-78.965,1522,0
CAPE FEAR INDIVISIBLE - WILMINGTON,Wilmington NC,28409,34.1663,-77.8723,,34.1663,-77.8723,1171,0
CAPITAL AREA INDIVISIBLE,East Lansing MI,48823,42.7388,-84.4764,,42.7388,-84.4764,1151,0
CAPITAL AREA MISSOURI NOW,MO,65109,38.5773,-92.2443,,38.5773,-92.2443,2933,0
CAPITAL REGION INDIVISIBLE,Latham NY,12110,42.7462,-73.76300000000001,,42.7462,-73.76300000000001,1401,0
CAPITAL WOMEN,Albany NY,12204,42.6847,-73.7354,,42.6847,-73.7354,1401,0
CAPITOL AREA INDIVISIBLE,Hallowell ME,04347,44.2864,-69.8057,,44.2864,-69.8057,2571,0
CARDIFF BY THE SEA INDIVISIBLE,Cardiff By The Sea CA,92007,33.023,-117.2745,,33.023,-117.2745,2558,0
CARING FOR US,Chappaqua NY,10514,41.1705,-73.7715,,41.1705,-73.7715,1740,0
CARLISLE RISING TO ACTION,Carlisle MA,01741,42.5286,-71.3519,,42.5286,-71.3519,3210,0
CARMEL INDIVISIBLE,Carmel IN,46033,39.9744,-86.0829,,39.9744,-86.0829,1791,0
CARMICHAEL INDIVISIBLE,Sacramento CA,95821,38.6239,-121.3837,,38.6239,-121.3837,2009,0
CAROLANNSPEAKING,Orange TX,77630,30.0709,-93.8659,,30.0709,-93.8659,784,0
CARSON CITY WORKING FAMILIES,Carson City NV,89703,39.1704,-119.7782,,39.1704,-119.7782,2491,0
CASCADE ACTION GROUP,Mableton GA,30126,33.8332,-84.6031,,33.8332,-84.6031,2920,0
CASCADIA ACTION NETWORK,Portland OR,97239,45.4983,-122.6913,,45.4983,-122.6913,2040,0
CASCADIA AVENGERS,Portland OR,97216,45.5137,-122.5569,,45.5137,-122.5569,2040,0
CASCADIA INDIVISIBLE,Deer Island OR,97054,45.9356,-122.8985,,45.9356,-122.8985,910,0
CASCADIA RISING,Seattle WA,98178,47.4924,-122.2359,,47.4924,-122.2359,482,0
CASSCO INDIVISBLE,Logansport IN,46947,40.7604,-86.3599,,40.7604,-86.3599,2707,0
CASTLETON INDIVISIBLE,Castleton VT,05735,43.6223,-73.1708,,43.6223,-73.1708,1367,0
CATONSVILLE INDIVISIBLE,Catonsville MD,21228,39.2782,-76.7401,,39.2782,-76.7401,3043,0
CATSKILLS INDIVISIBLE,Woodstock NY,12498,42.0348,-74.11199999999999,,42.0348,-74.11199999999999,2437,0
CATT (CATS AGAINST TRUMP TOMFOOLERY),Amarillo TX,79110,35.1545,-101.8641,,35.1545,-101.8641,1649,0
CAUSEWAY PROGRESSIVES,Sacramento CA,95818,38.5568,-121.4929,,38.5568,-121.4929,2009,0
CAYUGA COUNTY DEMOCRATIC COMMITTEE,Auburn NY,13021,42.93,-76.5626,,42.93,-76.5626,2653,0
CAZ CALL TO ACTION,Cazenovia NY,13035,42.938,-75.83920000000001,,42.938,-75.83920000000001,2818,0
CBE REFUGEE TASK FORCE,Brooklyn NY,11225,40.6628,-73.9546,,40.6628,-73.9546,2283,0
CD17INDIVISIBLE,Peekskill NY,10566,41.2892,-73.91840000000001,,41.2892,-73.91840000000001,1740,0
CEASE AND RESIST,Orlando FL,32819,28.4522,-81.4678,,28.4522,-81.4678,486,0
CECIL COUNTY DEMOCRAT CLUB,Elkton MD,21921,39.6264,-75.8458,,39.6264,-75.8458,1700,0
CEDAR VALLEY RESISTANCE,Cedar Falls IA,50613,42.5241,-92.44970000000001,,42.5241,-92.44970000000001,36,0
CENKAN INDIVISIBLE,Lindsborg KS,67456,38.5761,-97.6739,,38.5761,-97.6739,3035,0
CENTEX ACTION NETWORK,Waco TX,76708,31.5765,-97.1786,,31.5765,-97.1786,1574,0
CENTRAL BALTIMORE COUNTY DEMOCRATIC CLUB,Towson MD,21286,39.4143,-76.5761,,39.4143,-76.5761,3043,0
CENTRAL CORYELL INDIVISIBLE,Gatesville TX,76528,31.4177,-97.833,,31.4177,-97.833,210,0
CENTRAL FLORIDA GRASSROOT PROGRESSIVES,Winter Park FL,32789,28.5978,-81.35339999999999,,28.5978,-81.35339999999999,486,0
CENTRAL KENTUCKY RESISTANCE,Campbellsville KY,42718,37.3466,-85.35080000000001,,37.3466,-85.35080000000001,1529,0
CENTRAL MA INDIVISIBLE GROUP,Barre MA,01005,42.4097,-72.1084,,42.4097,-72.1084,2036,0
CENTRAL MAINE ACTION GROUP,Detroit ME,04929,44.7615,-69.3227,,44.7615,-69.3227,766,0
CENTRAL MASS INDIVISIBLE GROUP,Barre MA,01005,42.4097,-72.1084,,42.4097,-72.1084,2036,0
CENTRAL OHIO CITIZENS FOR TRUTH IN GOVERNMENT,Columbus OH,43221,40.0226,-83.0776,,40.0226,-83.0776,2442,0
