CityTown,Location,StateTerritory,Country,Date,EstimateLow,EstimateHigh,Estimate,Actor,Source1,Source2,Source3,g_lat,g_lon,g_lat_jitter,g_lon_jitter,linkstatus
Macomb,Chandler Park,IL,US,6/30/2018,100,100,100,Families Belong Together,https://act.moveon.org/event/families-belong-together/20593/signup/?source=&s=,http://www.week.com/story/38549436/2018/06/Saturday/local-keep-families-together-rallies,,40.4592076,-90.6717971,40.4559556,-90.6721391,Link
Madison,"State Capitol, State St Entrance",WI,US,6/30/2018,1000,1000,"1,000",Families Belong Together,https://act.moveon.org/event/families-belong-together/19857/signup/?source=&s=,http://www.nbc15.com/content/news/Protesters-call-for-immigration-reform-in-Madison--487035611.html,,43.0730517,-89.4012302,43.0728347,-89.4000532,Link
Madisonville,First United Bank Plaza on Center Street,KY,US,6/30/2018,50,50,50,Families Belong Together,https://act.moveon.org/event/families-belong-together/20767/signup/?source=&s=,http://www.the-messenger.com/news/local/article_09a9d6de-ac5e-5cf3-961f-ef4503008210.html,,37.3281005,-87.4988882,37.3263605,-87.5016122,Link
Madras,Corner of Hwy 97 and Hwy 26 across from Sonic,OR,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20404/signup/?source=&s=,,,44.6334544,-121.1294872,44.6359804,-121.1258492,Link
Malibu,Corner of Webb Way and PCH,CA,US,6/30/2018,100,100,100,Families Belong Together,https://topanga-journal.com/martin-sheen-gives-impassioned-speech-at-families-belong-together-immigration-rally-malibu-topanga/,,,34.0259216,-118.7797571,34.0265146,-118.7759631,Link
Malone,Arsenal Green,NY,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20201/signup/?source=&s=,,,44.8486596,-74.2948983,44.8452816,-74.2966103,Link
Manchester,Manchester City Hall,NH,US,6/30/2018,297,297,297,Families Belong Together,https://act.moveon.org/event/families-belong-together/19921/signup/?source=&s=,https://www.facebook.com/events/1625195744244996/,,42.9956397,-71.4547891,42.9948007,-71.4588401,Link
Manchester Center,Adams Park,VT,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20185/signup/?source=&s=,,,43.1636875,-73.0723268,43.1587235,-73.0685188,Link
Manistee,Downtown,MI,US,6/30/2018,100,100,100,Families Belong Together,https://act.moveon.org/event/families-belong-together/20460/signup/?source=&s=,http://news.pioneergroup.com/manisteenews/2018/07/01/protesters-flood-cities-towns-fight-immigration-policy/,,44.2444473,-86.324253,44.2406983,-86.325777,Link
Mankato,Riverfront Park Outdoor Shelter,MN,US,6/30/2018,200,375,200 to 375,Families Belong Together,https://act.moveon.org/event/families-belong-together/20727/signup/?source=&s=,http://www.keyc.com/story/38548181/families-belong-together-rally-held-at-riverfront-park,https://twitter.com/BrandforHouse/status/1013240809557299200,44.1635775,-93.9993996,44.1618745,-94.0032376,Link
Mansfield,North Common,MA,US,6/30/2018,130,130,130,Families Belong Together,https://act.moveon.org/event/families-belong-together/20218/signup/?source=&s=,http://mansfield.wickedlocal.com/news/20180702/families-belong-together-rally-in-mansfield-draws-more-than-130,,42.0334565,-71.2190578,42.0285235,-71.2209288,Link
Marquette,Marquette Post Office,MI,US,6/30/2018,75,75,75,Families Belong Together,https://act.moveon.org/event/families-belong-together/20826/signup/?source=&s=,https://twitter.com/MDHillRaiser/status/1013187867760365570,,46.5436199,-87.3953713,46.5405769,-87.3936523,Link
Marshalltown,Marshall County Courthouse,IA,US,6/30/2018,125,125,125,Families Belong Together,https://act.moveon.org/event/families-belong-together/20230/signup/?source=&s=,http://hudsonvalley.news12.com/story/38549354/protesters-flood-us-cities-to-fight-trump-immigration-policy,,42.0494674,-92.9080375,42.0466424,-92.9123945,Link
Mashpee,Mashpee Rotary,MA,US,6/30/2018,50,50,50,Families Belong Together,https://act.moveon.org/event/families-belong-together/20507/signup/?source=&s=,https://www.facebook.com/ellen.kagan/posts/10212040971044728,,41.647872,-70.4819674,41.65174,-70.4778444,Link
Mason City,Central Park,IA,US,6/30/2018,24,24,24,Families Belong Together,https://act.moveon.org/event/families-belong-together/20511/signup/?source=&s=,https://globegazette.com/news/local/north-iowans-protest-trump-s-immigration-policies-with-photos/article_fb030850-d98a-5988-a5ba-c85a735c2489.html#2,,43.2831969,-93.2583626,43.2832999,-93.2587436,Link
McAllen,U.S. Border Patrol McAllen Station,TX,US,6/30/2018,24,24,24,Families Belong Together,https://act.moveon.org/event/families-belong-together/20209/signup/?source=&s=,http://time.com/5327428/families-belong-together-mcallen-texas/,,26.2034071,-98.2300124,26.2000811,-98.2290644,Link
McCall,Downtown,ID,US,6/30/2018,22,22,22,Families Belong Together,https://act.moveon.org/event/families-belong-together/20253/signup/?source=&s=,https://www.facebook.com/events/446655625760424/,,44.906183,-116.1171311,44.910505,-116.1143551,Link
McCook,Norris Park,NE,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20397/signup/?source=&s=,,,40.1966701,-100.6248741,40.2013751,-100.6251281,Link
McKinney,"Mitchell Park, near the Square",TX,US,6/30/2018,71,71,71,Families Belong Together,https://act.moveon.org/event/families-belong-together/20402/signup/?source=&s=,https://www.facebook.com/events/150311825835609/,,33.1972465,-96.6397822,33.1950825,-96.6350142,Link
Medford,Vogel Plaza,OR,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/19946/signup/?source=&s=,,,42.3265152,-122.8755949,42.3253132,-122.8799819,Link
Melbourne,Eau Gallie Causeway,FL,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20605/signup/?source=&s=,,,28.0836269,-80.6081089,28.0837669,-80.6088809,Link
Memphis,Gaisman Park,TN,US,6/30/2018,500,500,500,Families Belong Together,https://act.moveon.org/event/families-belong-together/19928/signup/?source=&s=,https://www.commercialappeal.com/story/news/local/2018/06/30/children-memphis-families-rally-against-zero-tolerance-immigration-policies/738730002/,,35.1495343,-90.0489801,35.1510943,-90.0470261,Link
Menomonie,UW Stout Clocktower Plaze to Wilson Park and to the Children at Play sculpture,WI,US,6/30/2018,300,300,300,Families Belong Together,https://chippewa.com/dunnconnect/news/local/coming-together-because-families-belong-together/article_37651d42-e22c-5c80-b71e-789e21c66217.html,http://www.leadertelegram.com/News/Local-Briefs/2018/06/27/div-class-libPageBodyLinebreak-Families-Belong-Together-march-Saturday-in-Menomonie-br-div.html,,44.8755183,-91.9193422,44.8754653,-91.9191232,Link
Merced,Courthouse Park,CA,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/19972/signup/?source=&s=,https://www.mercedsunstar.com/latest-news/article214135579.html,,37.3021632,-120.4829677,37.3034922,-120.4814807,Link
Meridian,Storey Park,ID,US,6/30/2018,20,20,20,Families Belong Together,https://act.moveon.org/event/families-belong-together/20406/signup/?source=&s=,https://idahonews.com/news/local/give-the-babies-back-families-belong-together-rallies-across-the-treasure-valley,,43.6121087,-116.3915131,43.6071317,-116.3934631,Link
Miami,Tropical Park,FL,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20101/signup/?&source=&s=,,,25.7616798,-80.1917902,25.7587268,-80.1882662,Link
Miami,Miami Dade Wolfson Campus to Freedom Tower,FL,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/20370/signup/?&source=&s=,https://www.miamiherald.com/latest-news/article214075824.html,,25.7616798,-80.1917902,25.7601878,-80.1912612,Link
Middletown,Union Green,CT,US,6/30/2018,250,350,250 to 350,Families Belong Together,https://act.moveon.org/event/families-belong-together/19982/signup/?source=&s=,https://twitter.com/wmbo/status/1013119241501933568,https://www.newhavenindependent.org/index.php/branford/entry/families_belong_together_marches/,41.5623209,-72.6506488,41.5615159,-72.6473448,Link
Midland,Midland Park Mall,TX,US,6/30/2018,100,100,100,Families Belong Together,http://www.newswest9.com/story/38548937/midlanders-hold-keep-families-together-protest,,,31.9973456,-102.0779146,32.0014606,-102.0784116,Link
Milford,City Hall,CT,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20512/signup/?source=&s=,,,41.2306979,-73.064036,41.2355389,-73.063449,Link
Milford,Town Hall,MA,US,6/30/2018,12,12,12,Local clergy,http://www.metrowestdailynews.com/news/20180630/metrowest-rallies-decry-separation-of-children,,,42.1398577,-71.5163049,42.1411827,-71.5210539,Link
Milford,,PA,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/,,,41.322316,-74.8023882,41.326589,-74.7997002,Link
Milltown,St. Barnabas Episcopal Church,DE,US,6/30/2018,300,300,300,Families Belong Together,https://www.delawareonline.com/story/news/2018/06/30/president-trumps-zero-tolerance-immigration-policies-spark-protests/745372002/,https://eu.delawareonline.com/story/news/2018/06/29/immigration-issue-motivates-three-delaware-women-hold-rallies-weekend/741622002/,,39.7309455,-75.6660412,39.7341145,-75.6672872,Link
Milwaukee,517 E Wisconsin Ave,WI,US,6/30/2018,2000,2000,"2,000",Families Belong Together,https://act.moveon.org/event/families-belong-together/20217/signup/?source=&s=,https://www.jsonline.com/story/news/2018/06/30/immigrants-rights-marchers-rally-shorewood-milwaukee-next/747964002/,,43.0389025,-87.9064736,43.0393805,-87.9110846,Link
Mineral Point,Water Tower Park,WI,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20580/signup/?source=&s=,,,42.859997,-90.1798473,42.862435,-90.1795143,Link
Minneapolis,Minneapolis Convention Center,MN,US,6/30/2018,7000,7000,"7,000",Families Belong Together,https://act.moveon.org/event/families-belong-together/19939/signup/?source=&s=,https://minnesota.cbslocal.com/2018/06/30/families-belong-together/,,44.977753,-93.2650108,44.979366,-93.2643948,Link
Minocqua,Downtown Minocqua. Meet in Municipal Parking Lot next to Veteran's Park & Post Office,WI,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20641/signup/?source=&s=,,,45.8710837,-89.7092705,45.8701787,-89.7070955,Link
Missoula,Missoula County Courthouse,MT,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/?zip=59802&source=&s=,https://www.missoulacurrent.com/government/2018/06/immigrant-march-missoula/,https://missoulian.com/news/local/ice-ss-hundreds-take-to-missoula-streets-for-families-belong/article_629442f7-6655-5896-a2ed-02e02e67e1e9.html,46.8721284,-113.9940314,46.8770704,-113.9938804,Link
Mobile,Public Safety Memorial Park,AL,US,6/30/2018,33,33,33,Families Belong Together,https://act.moveon.org/event/families-belong-together/20546/signup/?source=&s=,https://www.facebook.com/events/251771935588595/,,30.6953657,-88.0398912,30.6979157,-88.0371242,Link
Modesto,Five Points,CA,US,6/30/2018,600,800,600 to 800,Families Belong Together,https://act.moveon.org/event/families-belong-together/20078/signup/?source=&s=,https://www.facebook.com/events/239812840158744/,https://www.modbee.com/news/politics-government/article214035884.html,37.6390972,-120.9968782,37.6419072,-120.9920132,Link
Monterey,Windows on the Bay,CA,US,6/30/2018,34,34,34,Families Belong Together,https://act.moveon.org/event/families-belong-together/19970/signup/?source=&s=,https://twitter.com/kelkerr/status/1013199754820386816,,36.6002378,-121.8946761,36.6025428,-121.8952311,Link
Monticello,,NY,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together_attend1/search/#event-map,,,41.6556465,-74.6893282,41.6533775,-74.6865402,Link
Montgomery,Capitol Sidewalk Dexter Ave,AL,US,6/30/2018,142,142,142,Families Belong Together,https://act.moveon.org/event/families-belong-together/20427/signup/?source=&s=,https://www.facebook.com/events/237050246885493/,,32.3792233,-86.3077368,32.3777953,-86.3088878,Link
Montrose,Corner of Main Street and Townsend Avenue,CO,US,6/30/2018,35,35,35,Families Belong Together,https://www.facebook.com/events/270925823645607/,,,38.4783198,-107.8761738,38.4825788,-107.8713168,Link
Morehead,Fountain Park,KY,US,6/30/2018,24,24,24,Families Belong Together,https://act.moveon.org/event/families-belong-together/20859/signup/?source=&s=,http://www.wkyt.com/content/news/Rally-opposing-seperation-for-families-entering-border-illegally-held-in-Morehead-487027671.html,,38.1839705,-83.4326841,38.1832525,-83.4306921,Link
Moreno Valley,Cardenas Market,CA,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20186/signup/?source=&s=,,,33.9424658,-117.2296717,33.9430928,-117.2293817,Link
Morgan Hill,Morgan Hill Community and Cultural Center,CA,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20070/signup/?source=&s=,,,37.1305012,-121.6543901,37.1309562,-121.6530881,Link
Morganton,,NC,US,6/30/2018,,,Unknown,Families Belong Together,https://twitter.com/familiesbelong/status/1013146466087505922,,,35.7454071,-81.6848188,35.7452071,-81.6889908,Link
Mount Vernon,Skagit County courthouse,WA,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/19966/signup/?source=&s=,,,48.4201105,-122.3374543,48.4211225,-122.3383293,Link
Mountain View,Civic Center Plaza,CA,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20128/signup/?source=&s=,,,37.3860517,-122.0838511,37.3821297,-122.0807831,Link
Murfreesboro,outside Rep Scott Desjarlais' office,TN,US,6/30/2018,50,50,50,Families Belong Together,http://www.wsfa.com/story/38548306/families-belong-together-rallies-held-across-midstate,,,35.8456213,-86.39027,35.8477293,-86.38867,Link
Muscatine,Muscatine Riverside Park - By the Playground,IA,US,6/30/2018,41,41,41,Families Belong Together,https://act.moveon.org/event/families-belong-together/20586/signup/?source=&s=,https://www.facebook.com/events/234525820675622/,,41.424473,-91.0432051,41.429006,-91.0427411,Link
Muskegon,Hackley Park,MI,US,6/30/2018,82,82,82,Families Belong Together,https://act.moveon.org/event/families-belong-together/20753/signup/?source=&s=,https://www.facebook.com/events/253025738793095/,,43.2341813,-86.2483921,43.2367263,-86.2434451,Link
Myrtle Beach,Valor Memorial Park,SC,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20282/signup/?source=&s=,,,33.6890603,-78.8866943,33.6900203,-78.8854143,Link
Nacogdoches,Banita Creek Park,TX,US,6/30/2018,24,24,24,Families Belong Together,https://act.moveon.org/event/families-belong-together/20490/signup/?source=&s=,http://www.theledger.com/photogallery/LK/20180630/NEWS/630009983/PH/1,count from photos,31.6035129,-94.6554874,31.6035179,-94.6575564,Link
Nags Head,Dowdy Park and Nags Head Beach,NC,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20854/signup/?source=&s=,,,35.9573922,-75.6240619,35.9530012,-75.6274829,Link
Nantucket,Intersection of South Water St. and Broad St. Nantucket,MA,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20645/signup/?source=&s=,,,41.2834704,-70.099451,41.2858804,-70.101207,Link
Napa,Veterans Memorial Park,CA,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20259/signup/?source=&s=,,,38.2975381,-122.286865,38.2931411,-122.289221,Link
Naples,Collier County Jail,FL,US,6/30/2018,300,300,300,Families Belong Together,https://act.moveon.org/event/families-belong-together/19852/signup/?source=&s=,https://www.fox4now.com/news/local-news/protestors-in-naples-rally-for-immigration-reform,,26.1420358,-81.7948103,26.1376708,-81.7942393,Link
Nashua,Greeley Park Bandshell side of the Park,NH,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20104/signup/?source=&s=,,,42.7653662,-71.467566,42.7682752,-71.470146,Link
Nashville,Centennial Park,TN,US,6/30/2018,1000,5000,"1,000 to 5,000",Families Belong Together,https://act.moveon.org/event/families-belong-together/20056/signup/?source=&s=,https://www.tennessean.com/story/news/2018/06/30/protesters-march-through-nashville-protest-immigration-policies/742185002/,http://tntribune.com/community/national/thousands-protest-trump-border-policy/,36.1626638,-86.7816016,36.1599928,-86.7823456,Link
Natick,Natick Common,MA,US,6/30/2018,300,300,300,Families Belong Together,https://act.moveon.org/event/families-belong-together/20182/signup/?source=&s=,https://twitter.com/HubNatick/status/1013181576757293056,,42.2775281,-71.3468091,42.2735281,-71.3461221,Link
National City,,CA,US,6/30/2018,,,Unknown,Families Belong Together,https://timesofsandiego.com/politics/2018/06/30/children-are-crying-thousands-march-downtown-anew-against-trump-border-policies/,,,32.6781085,-117.0991967,32.6772135,-117.0973067,Link
New Bedford,Bethel AME Church,MA,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/19863/signup/?source=&s=,http://www.southcoasttoday.com/news/20180630/southcoast-joins-national-outcry-on-immigration,,41.6362152,-70.934205,41.6401202,-70.937373,Link
New Brunswick,New Brunswick City Hall,NJ,US,6/30/2018,500,500,500,Families Belong Together,https://act.moveon.org/event/families-belong-together/20113/signup/?source=&s=,https://eu.usatoday.com/story/news/nation-now/2018/06/30/families-belong-together-rallies-held-across-usa/747921002/,,40.4862157,-74.4518188,40.4866907,-74.4534988,Link
